datetime,updatedAt,estimationMethod,mix,isEstimated
2026-03-11T07:00:00.000Z,2026-05-23T01:13:08.071Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5053.42, 'coal': 10511.58, 'wind': 31554.89, 'solar': 10142.91, 'hydro': 1140.18, 'gas': 5250.1, 'oil': 109.62, 'unknown': 299.78, 'hydro storage': {'charge': 198.19, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6552, 'imports': 4186}}",
2026-03-11T08:00:00.000Z,2026-05-09T16:58:45.770Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4958.17, 'coal': 9228.12, 'wind': 30211.06, 'solar': 18368.48, 'hydro': 1182.34, 'gas': 4157.45, 'oil': 109.69, 'unknown': 299.32, 'hydro storage': {'charge': 2707.4, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6774, 'imports': 3446}}",
2026-03-11T09:00:00.000Z,2026-05-09T16:57:21.329Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4838.25, 'coal': 8473.62, 'wind': 31833.18, 'solar': 23744.86, 'hydro': 1225.82, 'gas': 3586.22, 'oil': 226.85, 'unknown': 270.58, 'hydro storage': {'charge': 3921.34, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 9083, 'imports': 2241}}",
2026-03-11T10:00:00.000Z,2026-04-10T02:38:20.801Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4809.84, 'coal': 8508.13, 'wind': 33921.49, 'solar': 26247.38, 'hydro': 1245.7, 'gas': 3664.57, 'oil': 370.14, 'unknown': 268.08, 'hydro storage': {'charge': 4658.53, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 10270, 'imports': 1424}}",
2026-03-11T11:00:00.000Z,2026-04-10T02:38:20.801Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4747.09, 'coal': 8593.33, 'wind': 34275.6, 'solar': 24606.86, 'hydro': 1306.25, 'gas': 3611.69, 'oil': 382.58, 'unknown': 268.02, 'hydro storage': {'charge': 4467.12, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 9928, 'imports': 1243}}",
2026-03-11T12:00:00.000Z,2026-04-10T02:38:20.801Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4766.93, 'coal': 8589.7, 'wind': 35740.43, 'solar': 21557.01, 'hydro': 1253.26, 'gas': 3458.53, 'oil': 144.4, 'unknown': 268.19, 'hydro storage': {'charge': 4645.82, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 9552, 'imports': 1590}}",
2026-03-11T13:00:00.000Z,2026-05-09T16:56:13.230Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4760.42, 'coal': 8430.47, 'wind': 35290.93, 'solar': 17123.8, 'hydro': 1200.56, 'gas': 3691.92, 'oil': 109.87, 'unknown': 268.16, 'hydro storage': {'charge': 4420.54, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 8028, 'imports': 3233}}",
2026-03-11T14:00:00.000Z,2026-05-12T01:13:13.564Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4831.44, 'coal': 8783.97, 'wind': 34953.79, 'solar': 11486.89, 'hydro': 1265.08, 'gas': 4705.08, 'oil': 109.78, 'unknown': 268.08, 'hydro storage': {'charge': 2801.04, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6835, 'imports': 4356}}",
2026-03-11T15:00:00.000Z,2026-05-12T01:12:19.464Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5022.71, 'coal': 11883.91, 'wind': 32719.44, 'solar': 5863.48, 'hydro': 1296.88, 'gas': 6052.8, 'oil': 109.76, 'unknown': 266.31, 'hydro storage': {'charge': 139.48, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 7948, 'imports': 5095}}",
2026-03-11T16:00:00.000Z,2026-05-23T01:14:06.976Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5197.01, 'coal': 12857.67, 'wind': 31315.87, 'solar': 1482.31, 'hydro': 1383.81, 'gas': 7204.14, 'oil': 109.72, 'unknown': 287.21, 'hydro storage': {'charge': None, 'discharge': 1873.98}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6829, 'imports': 5706}}",
2026-03-11T17:00:00.000Z,2026-05-23T01:12:43.274Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5283.18, 'coal': 13344.84, 'wind': 29060.91, 'solar': 44.67, 'hydro': 1393.29, 'gas': 7705.2, 'oil': 109.55, 'unknown': 304.79, 'hydro storage': {'charge': None, 'discharge': 3981.43}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6528, 'imports': 6059}}",
2026-03-11T18:00:00.000Z,2026-05-23T01:11:50.993Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5275.85, 'coal': 13379.54, 'wind': 27103.26, 'solar': 0.01, 'hydro': 1448.03, 'gas': 8046.46, 'oil': 109.52, 'unknown': 332.56, 'hydro storage': {'charge': None, 'discharge': 4653.75}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6199, 'imports': 4928}}",
2026-03-11T19:00:00.000Z,2026-05-23T01:12:51.222Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5193.73, 'coal': 13355.18, 'wind': 26411.89, 'solar': 0, 'hydro': 1313.83, 'gas': 7692.41, 'oil': 109.59, 'unknown': 306.1, 'hydro storage': {'charge': None, 'discharge': 4075.55}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6851, 'imports': 4878}}",
2026-03-11T20:00:00.000Z,2026-05-23T01:13:41.565Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5047.51, 'coal': 13328.26, 'wind': 25063.87, 'solar': 0, 'hydro': 1169.92, 'gas': 7301.05, 'oil': 109.65, 'unknown': 315.23, 'hydro storage': {'charge': None, 'discharge': 2526.97}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 7419, 'imports': 5682}}",
2026-03-11T21:00:00.000Z,2026-05-23T01:13:37.466Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4949.48, 'coal': 13081.36, 'wind': 23965.54, 'solar': 0, 'hydro': 1161.84, 'gas': 6537.47, 'oil': 109.73, 'unknown': 286.01, 'hydro storage': {'charge': None, 'discharge': 1206.65}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6537, 'imports': 5059}}",
2026-03-11T22:00:00.000Z,2026-05-09T16:57:56.050Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4887.16, 'coal': 12214.27, 'wind': 23566.18, 'solar': 0, 'hydro': 1127.26, 'gas': 5707.91, 'oil': 109.65, 'unknown': 276.88, 'hydro storage': {'charge': None, 'discharge': 622.96}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6070, 'imports': 4621}}",
2026-03-11T23:00:00.000Z,2026-05-23T01:11:17.557Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4807.86, 'coal': 10949.38, 'wind': 23081.75, 'solar': 0, 'hydro': 1122.15, 'gas': 5397.44, 'oil': 107.38, 'unknown': 266.66, 'hydro storage': {'charge': 285.26, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6287, 'imports': 5564}}",
2026-03-12T00:00:00.000Z,2026-05-23T01:13:44.484Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4753.4, 'coal': 9792.03, 'wind': 23268.09, 'solar': 0, 'hydro': 1122.94, 'gas': 5300.56, 'oil': 107.24, 'unknown': 263.13, 'hydro storage': {'charge': 479.29, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 5976, 'imports': 5334}}",
2026-03-12T01:00:00.000Z,2026-05-09T16:58:54.083Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4725.65, 'coal': 9430.56, 'wind': 23363.67, 'solar': 0, 'hydro': 1112.43, 'gas': 5131.61, 'oil': 107.24, 'unknown': 263.16, 'hydro storage': {'charge': 839.07, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6065, 'imports': 5518}}",
2026-03-12T02:00:00.000Z,2026-05-09T16:57:04.840Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4730.74, 'coal': 8970.37, 'wind': 22721.52, 'solar': 0, 'hydro': 1129.09, 'gas': 5266.25, 'oil': 107.21, 'unknown': 263.28, 'hydro storage': {'charge': 809.64, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 5362, 'imports': 6249}}",
2026-03-12T03:00:00.000Z,2026-05-23T01:13:41.565Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4765.17, 'coal': 9042.02, 'wind': 22396.09, 'solar': 0, 'hydro': 1161.57, 'gas': 5416.19, 'oil': 107.28, 'unknown': 263.45, 'hydro storage': {'charge': None, 'discharge': 83.75}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 5186, 'imports': 6299}}",
2026-03-12T04:00:00.000Z,2026-05-23T01:13:52.999Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4792.97, 'coal': 10062.38, 'wind': 22406.42, 'solar': 0, 'hydro': 1173.56, 'gas': 6113.51, 'oil': 107.24, 'unknown': 288.65, 'hydro storage': {'charge': None, 'discharge': 580.58}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 5381, 'imports': 6916}}",
2026-03-12T05:00:00.000Z,2026-05-09T16:57:04.840Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4926.91, 'coal': 11160.05, 'wind': 23157.77, 'solar': 78.07, 'hydro': 1250.83, 'gas': 7328.56, 'oil': 215.42, 'unknown': 325.71, 'hydro storage': {'charge': None, 'discharge': 2988.93}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 5403, 'imports': 7277}}",
2026-03-12T06:00:00.000Z,2026-05-23T01:12:35.873Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5035.53, 'coal': 11210.03, 'wind': 22289.83, 'solar': 3381.53, 'hydro': 1272.12, 'gas': 7513.5, 'oil': 334.05, 'unknown': 307.41, 'hydro storage': {'charge': None, 'discharge': 3830.48}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 4412, 'imports': 6849}}",
2026-03-12T07:00:00.000Z,2026-05-23T01:13:20.022Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5078.03, 'coal': 10815.85, 'wind': 20602.13, 'solar': 12814.75, 'hydro': 1198.88, 'gas': 7058.68, 'oil': 267.82, 'unknown': 313.89, 'hydro storage': {'charge': None, 'discharge': 2160.44}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 4792, 'imports': 4974}}",
2026-03-12T08:00:00.000Z,2026-05-23T01:14:18.437Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4996.54, 'coal': 8182.77, 'wind': 18333.83, 'solar': 23556.58, 'hydro': 1195.55, 'gas': 5593.69, 'oil': 108.69, 'unknown': 293.19, 'hydro storage': {'charge': 433.95, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 4773, 'imports': 4475}}",
2026-03-12T09:00:00.000Z,2026-05-09T16:55:28.745Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4866.95, 'coal': 5714.12, 'wind': 19949.52, 'solar': 32248.42, 'hydro': 1189.55, 'gas': 4290.59, 'oil': 107.34, 'unknown': 266.83, 'hydro storage': {'charge': 4365.34, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6442, 'imports': 5303}}",
2026-03-12T10:00:00.000Z,2026-05-05T01:12:48.721Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4773.7, 'coal': 5385.91, 'wind': 21181.37, 'solar': 34866.43, 'hydro': 1216.02, 'gas': 3937.87, 'oil': 107.41, 'unknown': 272.53, 'hydro storage': {'charge': 4964.13, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 9047, 'imports': 5140}}",
2026-03-12T11:00:00.000Z,2026-05-05T01:12:48.721Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4706.32, 'coal': 5276.61, 'wind': 23205.3, 'solar': 33595.31, 'hydro': 1275.15, 'gas': 3869.93, 'oil': 107.43, 'unknown': 273.91, 'hydro storage': {'charge': 4998.3, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 9923, 'imports': 4579}}",
2026-03-12T12:00:00.000Z,2026-05-05T01:12:36.916Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4728.76, 'coal': 5385.67, 'wind': 23532.96, 'solar': 32133.87, 'hydro': 1252.57, 'gas': 3851.82, 'oil': 107.28, 'unknown': 264.1, 'hydro storage': {'charge': 5055.56, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 10666, 'imports': 4436}}",
2026-03-12T13:00:00.000Z,2026-05-05T01:12:48.721Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4649.81, 'coal': 5455.84, 'wind': 24714.52, 'solar': 29861.89, 'hydro': 1238.6, 'gas': 3926.17, 'oil': 107.41, 'unknown': 263.26, 'hydro storage': {'charge': 5043.31, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 10865, 'imports': 3912}}",
2026-03-12T14:00:00.000Z,2026-05-05T01:12:48.721Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4740.99, 'coal': 5470.32, 'wind': 27642.68, 'solar': 24384.8, 'hydro': 1224.24, 'gas': 4155.03, 'oil': 107.48, 'unknown': 263.2, 'hydro storage': {'charge': 5047.58, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 9043, 'imports': 3342}}",
2026-03-12T15:00:00.000Z,2026-05-09T16:56:55.645Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4936.14, 'coal': 6077.8, 'wind': 29508.65, 'solar': 14617.59, 'hydro': 1305.75, 'gas': 5247.38, 'oil': 107.51, 'unknown': 264.76, 'hydro storage': {'charge': 2087.47, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 7071, 'imports': 4178}}",
2026-03-12T16:00:00.000Z,2026-05-23T01:13:08.071Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5129.46, 'coal': 7046.37, 'wind': 29158.51, 'solar': 4322.4, 'hydro': 1680.32, 'gas': 7470.87, 'oil': 107.51, 'unknown': 291.61, 'hydro storage': {'charge': None, 'discharge': 3990.83}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 5792, 'imports': 4690}}",
2026-03-12T17:00:00.000Z,2026-05-23T01:11:41.600Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5180.07, 'coal': 7864.89, 'wind': 30469.66, 'solar': 129.89, 'hydro': 1487.19, 'gas': 7989.78, 'oil': 107.34, 'unknown': 296.85, 'hydro storage': {'charge': None, 'discharge': 5021.66}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 5324, 'imports': 6224}}",
2026-03-12T18:00:00.000Z,2026-05-23T01:10:59.354Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5162.63, 'coal': 7232.91, 'wind': 34399.16, 'solar': 0, 'hydro': 1321.75, 'gas': 7247.48, 'oil': 107.21, 'unknown': 267.61, 'hydro storage': {'charge': None, 'discharge': 4699.31}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 4850, 'imports': 4639}}",
2026-03-12T19:00:00.000Z,2026-05-23T01:11:17.557Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5071.27, 'coal': 6472.36, 'wind': 38702.03, 'solar': 0, 'hydro': 1233.41, 'gas': 6667.43, 'oil': 107.34, 'unknown': 264.59, 'hydro storage': {'charge': None, 'discharge': 3088.26}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6755, 'imports': 3818}}",
2026-03-12T20:00:00.000Z,2026-05-23T01:11:11.366Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4987.14, 'coal': 5887.2, 'wind': 40473.66, 'solar': 0, 'hydro': 1189.54, 'gas': 5570.91, 'oil': 107.37, 'unknown': 264.42, 'hydro storage': {'charge': None, 'discharge': 592.3}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 7493, 'imports': 4212}}",
2026-03-12T21:00:00.000Z,2026-05-09T16:58:07.971Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4898.75, 'coal': 5943.2, 'wind': 39606.52, 'solar': 0, 'hydro': 1153.81, 'gas': 4452.83, 'oil': 107.48, 'unknown': 263.46, 'hydro storage': {'charge': 75.97, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 8333, 'imports': 4226}}",
2026-03-12T22:00:00.000Z,2026-05-09T16:56:55.645Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4810.39, 'coal': 5859.04, 'wind': 40303.52, 'solar': 0, 'hydro': 1161.68, 'gas': 3971.48, 'oil': 107.31, 'unknown': 262.28, 'hydro storage': {'charge': 1859.39, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 9231, 'imports': 4127}}",
2026-03-12T23:00:00.000Z,2026-05-09T16:55:28.745Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4696.35, 'coal': 5087.87, 'wind': 39963.01, 'solar': 0, 'hydro': 1150.34, 'gas': 4004.82, 'oil': 104.17, 'unknown': 261.8, 'hydro storage': {'charge': 3865.62, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6626, 'imports': 3086}}",
2026-03-13T00:00:00.000Z,2026-05-08T10:58:08.332Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4616.29, 'coal': 4750.07, 'wind': 39279.3, 'solar': 0, 'hydro': 1209.71, 'gas': 3931.68, 'oil': 104.16, 'unknown': 261.82, 'hydro storage': {'charge': 4411.1, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6881, 'imports': 3149}}",
2026-03-13T01:00:00.000Z,2026-05-09T16:57:41.431Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4606.42, 'coal': 4561.93, 'wind': 40097.7, 'solar': 0, 'hydro': 1198.54, 'gas': 3754.07, 'oil': 104.13, 'unknown': 261.78, 'hydro storage': {'charge': 4926.08, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 7409, 'imports': 3440}}",
2026-03-13T02:00:00.000Z,2026-05-08T10:59:45.755Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4606.14, 'coal': 4671.07, 'wind': 40760.39, 'solar': 0, 'hydro': 1167.02, 'gas': 3789.21, 'oil': 104.13, 'unknown': 261.73, 'hydro storage': {'charge': 4923.94, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 7601, 'imports': 3551}}",
2026-03-13T03:00:00.000Z,2026-05-05T01:12:36.916Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4632.74, 'coal': 4698.56, 'wind': 41935.53, 'solar': 0, 'hydro': 1140.49, 'gas': 3817.73, 'oil': 104.13, 'unknown': 261.76, 'hydro storage': {'charge': 4568.62, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 7675, 'imports': 3592}}",
2026-03-13T04:00:00.000Z,2026-05-09T16:57:35.040Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4697.03, 'coal': 4749.78, 'wind': 43245.32, 'solar': 0, 'hydro': 1158.14, 'gas': 4122.5, 'oil': 104.16, 'unknown': 261.8, 'hydro storage': {'charge': 2785.83, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 7129, 'imports': 3102}}",
2026-03-13T05:00:00.000Z,2026-05-09T16:58:31.322Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4875.62, 'coal': 4977.41, 'wind': 47598.38, 'solar': 253.28, 'hydro': 1172.31, 'gas': 4101.32, 'oil': 104.23, 'unknown': 261.71, 'hydro storage': {'charge': 1026.01, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 8276, 'imports': 4004}}",
2026-03-13T06:00:00.000Z,2026-05-23T01:12:12.864Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5054.64, 'coal': 5265.25, 'wind': 47456.14, 'solar': 5590.03, 'hydro': 1238.81, 'gas': 4295.83, 'oil': 104.26, 'unknown': 261.8, 'hydro storage': {'charge': None, 'discharge': 1154.88}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 10220, 'imports': 2142}}",
2026-03-13T07:00:00.000Z,2026-05-09T16:57:28.381Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5097.39, 'coal': 4986.87, 'wind': 45811.83, 'solar': 15773.91, 'hydro': 1230.71, 'gas': 4131.18, 'oil': 104.64, 'unknown': 261.84, 'hydro storage': {'charge': 865.59, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 13212, 'imports': 903}}",
2026-03-13T08:00:00.000Z,2026-04-13T02:37:11.873Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4997.42, 'coal': 4990.41, 'wind': 40073.05, 'solar': 23965.36, 'hydro': 1270.99, 'gas': 3966.58, 'oil': 104.71, 'unknown': 262, 'hydro storage': {'charge': 3378.1, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 12499, 'imports': 1381}}",
2026-03-13T09:00:00.000Z,2026-04-13T02:37:16.384Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4885.54, 'coal': 5046.73, 'wind': 33105.84, 'solar': 28144.61, 'hydro': 1223.73, 'gas': 3799.09, 'oil': 104.74, 'unknown': 262.77, 'hydro storage': {'charge': 4352.22, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 10224, 'imports': 1962}}",
2026-03-13T10:00:00.000Z,2026-04-13T02:37:16.384Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4804.84, 'coal': 5093.61, 'wind': 29554.99, 'solar': 30752.42, 'hydro': 1226.01, 'gas': 3788.17, 'oil': 104.23, 'unknown': 265.23, 'hydro storage': {'charge': 4438.76, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 9982, 'imports': 2841}}",
2026-03-13T11:00:00.000Z,2026-04-13T02:37:16.384Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4738.08, 'coal': 5180.83, 'wind': 28459.31, 'solar': 30303.54, 'hydro': 1388.76, 'gas': 3748.51, 'oil': 104.16, 'unknown': 265.23, 'hydro storage': {'charge': 3763.56, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 9909, 'imports': 2928}}",
2026-03-13T12:00:00.000Z,2026-04-13T02:36:59.811Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4717.59, 'coal': 5246.11, 'wind': 29607.68, 'solar': 28014.98, 'hydro': 1304.32, 'gas': 3864.32, 'oil': 104.29, 'unknown': 265.3, 'hydro storage': {'charge': 3620.72, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 10660, 'imports': 3275}}",
2026-03-13T13:00:00.000Z,2026-04-13T02:37:16.384Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4721.6, 'coal': 6367.34, 'wind': 29569.87, 'solar': 22288.19, 'hydro': 1272.95, 'gas': 3841.89, 'oil': 104.29, 'unknown': 265.31, 'hydro storage': {'charge': 2067.47, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 10294, 'imports': 2602}}",
2026-03-13T14:00:00.000Z,2026-05-09T16:58:31.322Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 4846.88, 'coal': 8864.49, 'wind': 29117.69, 'solar': 14643.63, 'hydro': 1252.15, 'gas': 4755, 'oil': 104.39, 'unknown': 269.71, 'hydro storage': {'charge': None, 'discharge': 141.81}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 8532, 'imports': 2027}}",
2026-03-13T15:00:00.000Z,2026-05-23T01:11:41.950Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5048.07, 'coal': 10551.24, 'wind': 28468.71, 'solar': 7594.23, 'hydro': 1207.75, 'gas': 5859.2, 'oil': 104.54, 'unknown': 293.22, 'hydro storage': {'charge': None, 'discharge': 201.86}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 6153, 'imports': 3736}}",
2026-03-13T16:00:00.000Z,2026-05-23T01:13:56.700Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5218.36, 'coal': 11762.12, 'wind': 25875.9, 'solar': 1894.79, 'hydro': 1213.46, 'gas': 7148.54, 'oil': 104.46, 'unknown': 314.62, 'hydro storage': {'charge': None, 'discharge': 2179.61}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 4285, 'imports': 6172}}",
2026-03-13T17:00:00.000Z,2026-05-23T01:11:33.944Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5320.15, 'coal': 12899.52, 'wind': 23048.73, 'solar': 35.6, 'hydro': 1321.01, 'gas': 8125.18, 'oil': 104.13, 'unknown': 330.6, 'hydro storage': {'charge': None, 'discharge': 3868.57}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 3751, 'imports': 7036}}",
2026-03-13T18:00:00.000Z,2026-05-23T01:12:24.235Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5301.39, 'coal': 13473.34, 'wind': 21462.02, 'solar': 0, 'hydro': 1406.11, 'gas': 8434.28, 'oil': 104.16, 'unknown': 348.6, 'hydro storage': {'charge': None, 'discharge': 4075.67}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 4211, 'imports': 6594}}",
2026-03-13T19:00:00.000Z,2026-05-23T01:14:00.713Z,MEASURED,"{'nuclear': None, 'geothermal': 20.61, 'biomass': 5226.38, 'coal': 13796.73, 'wind': 19944.82, 'solar': 0, 'hydro': 1507.8, 'gas': 8352.92, 'oil': 104.16, 'unknown': 348.36, 'hydro storage': {'charge': None, 'discharge': 2895.15}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 4889, 'imports': 6271}}",
