datetime,updatedAt,estimationMethod,mix
2026-03-21T23:00:00.000Z,2026-05-12T01:14:45.397Z,MEASURED,"{'nuclear': 46168.5, 'geothermal': None, 'biomass': 1155.5, 'coal': 0, 'wind': 5423.5, 'solar': 0, 'hydro': 6760.5, 'gas': 1402.5, 'oil': 35, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 812.5}, 'battery storage': {'charge': 2, 'discharge': None}, 'flows': {'exports': 15601, 'imports': 1178}}"
2026-03-22T00:00:00.000Z,2026-05-12T01:14:27.965Z,MEASURED,"{'nuclear': 45706, 'geothermal': None, 'biomass': 1155, 'coal': 0, 'wind': 4826, 'solar': 0, 'hydro': 6417, 'gas': 1405.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 538.5}, 'battery storage': {'charge': None, 'discharge': 8}, 'flows': {'exports': 15327, 'imports': 1003}}"
2026-03-22T01:00:00.000Z,2026-05-12T01:12:45.358Z,MEASURED,"{'nuclear': 45631, 'geothermal': None, 'biomass': 1157, 'coal': 0, 'wind': 4190.5, 'solar': 0, 'hydro': 6219, 'gas': 1373.5, 'oil': 35, 'unknown': None, 'hydro storage': {'charge': 57, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 5}, 'flows': {'exports': 15226, 'imports': 767}}"
2026-03-22T02:00:00.000Z,2026-05-12T01:12:51.225Z,MEASURED,"{'nuclear': 45129.5, 'geothermal': None, 'biomass': 1155.5, 'coal': 0, 'wind': 3865, 'solar': 0, 'hydro': 6154, 'gas': 1391, 'oil': 35.5, 'unknown': None, 'hydro storage': {'charge': 1224, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 2}, 'flows': {'exports': 15234, 'imports': 361}}"
2026-03-22T03:00:00.000Z,2026-05-12T01:13:58.925Z,MEASURED,"{'nuclear': 44789, 'geothermal': None, 'biomass': 1165.5, 'coal': 0, 'wind': 4032.5, 'solar': 0, 'hydro': 6014.5, 'gas': 1417, 'oil': 35.5, 'unknown': None, 'hydro storage': {'charge': 1828.5, 'discharge': None}, 'battery storage': {'charge': 24.5, 'discharge': None}, 'flows': {'exports': 15612, 'imports': 924}}"
2026-03-22T04:00:00.000Z,2026-05-12T01:12:38.561Z,MEASURED,"{'nuclear': 44666, 'geothermal': None, 'biomass': 1174.5, 'coal': 0, 'wind': 4496.75, 'solar': 0, 'hydro': 5900, 'gas': 1407.5, 'oil': 35, 'unknown': None, 'hydro storage': {'charge': 1644, 'discharge': None}, 'battery storage': {'charge': 30.5, 'discharge': None}, 'flows': {'exports': 15903, 'imports': 1311}}"
2026-03-22T05:00:00.000Z,2026-05-12T01:12:51.225Z,MEASURED,"{'nuclear': 44702.5, 'geothermal': None, 'biomass': 1174, 'coal': 0, 'wind': 4716, 'solar': 0, 'hydro': 5864, 'gas': 1381, 'oil': 35.5, 'unknown': None, 'hydro storage': {'charge': 1145, 'discharge': None}, 'battery storage': {'charge': 8, 'discharge': None}, 'flows': {'exports': 15654, 'imports': 1359}}"
2026-03-22T06:00:00.000Z,2026-05-12T01:14:23.108Z,MEASURED,"{'nuclear': 42927.5, 'geothermal': None, 'biomass': 1169, 'coal': 0, 'wind': 4816, 'solar': 697, 'hydro': 5712.5, 'gas': 1403.5, 'oil': 33, 'unknown': None, 'hydro storage': {'charge': 462.5, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 23.5}, 'flows': {'exports': 15240, 'imports': 1913}}"
2026-03-22T07:00:00.000Z,2026-05-12T01:14:00.391Z,MEASURED,"{'nuclear': 41995.5, 'geothermal': None, 'biomass': 1161.5, 'coal': 0, 'wind': 3876.5, 'solar': 4139, 'hydro': 5543.5, 'gas': 1362.5, 'oil': 35, 'unknown': None, 'hydro storage': {'charge': 2128, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 73}, 'flows': {'exports': 13428, 'imports': 2789}}"
2026-03-22T08:00:00.000Z,2026-05-12T01:13:42.180Z,MEASURED,"{'nuclear': 39755, 'geothermal': None, 'biomass': 1156.5, 'coal': 0, 'wind': 2842.5, 'solar': 7928.5, 'hydro': 5942, 'gas': 1352.5, 'oil': 34.5, 'unknown': None, 'hydro storage': {'charge': 2550, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 0.5}, 'flows': {'exports': 11549, 'imports': 2552}}"
2026-03-22T09:00:00.000Z,2026-05-12T01:13:21.134Z,MEASURED,"{'nuclear': 37298.5, 'geothermal': None, 'biomass': 1141.5, 'coal': 0, 'wind': 1327.5, 'solar': 8204.5, 'hydro': 5173.5, 'gas': 1375, 'oil': 34.5, 'unknown': None, 'hydro storage': {'charge': 2468, 'discharge': None}, 'battery storage': {'charge': 65.5, 'discharge': None}, 'flows': {'exports': 7352, 'imports': 3271}}"
2026-03-22T10:00:00.000Z,2026-05-05T01:13:35.681Z,MEASURED,"{'nuclear': 35718.5, 'geothermal': None, 'biomass': 1146, 'coal': 0, 'wind': 1392, 'solar': 9596, 'hydro': 3908, 'gas': 1392, 'oil': 35, 'unknown': None, 'hydro storage': {'charge': 3127, 'discharge': None}, 'battery storage': {'charge': 10.5, 'discharge': None}, 'flows': {'exports': 5654, 'imports': 4034}}"
2026-03-22T11:00:00.000Z,2026-05-05T01:13:18.984Z,MEASURED,"{'nuclear': 35028.5, 'geothermal': None, 'biomass': 1139.5, 'coal': 0, 'wind': 1415.5, 'solar': 10180, 'hydro': 3917, 'gas': 1382.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 3282.5, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 2.5}, 'flows': {'exports': 5475, 'imports': 4884}}"
2026-03-22T12:00:00.000Z,2026-05-05T01:13:18.984Z,MEASURED,"{'nuclear': 35114, 'geothermal': None, 'biomass': 1143, 'coal': 0, 'wind': 1381, 'solar': 9741.5, 'hydro': 4024, 'gas': 1342, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 3215.5, 'discharge': None}, 'battery storage': {'charge': 2, 'discharge': None}, 'flows': {'exports': 6288, 'imports': 4274}}"
2026-03-22T13:00:00.000Z,2026-05-12T01:12:25.898Z,MEASURED,"{'nuclear': 35756.5, 'geothermal': None, 'biomass': 1143, 'coal': 0, 'wind': 1501, 'solar': 8906.5, 'hydro': 4402, 'gas': 1339, 'oil': 35.5, 'unknown': None, 'hydro storage': {'charge': 3207.5, 'discharge': None}, 'battery storage': {'charge': 6, 'discharge': None}, 'flows': {'exports': 7425, 'imports': 2307}}"
2026-03-22T14:00:00.000Z,2026-05-12T01:12:19.464Z,MEASURED,"{'nuclear': 37112, 'geothermal': None, 'biomass': 1145.5, 'coal': 0, 'wind': 2516, 'solar': 9690.5, 'hydro': 4840, 'gas': 1358, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2908.5, 'discharge': None}, 'battery storage': {'charge': 20, 'discharge': None}, 'flows': {'exports': 11645, 'imports': 2583}}"
2026-03-22T15:00:00.000Z,2026-05-12T01:13:52.952Z,MEASURED,"{'nuclear': 39766, 'geothermal': None, 'biomass': 1144, 'coal': 0, 'wind': 2605.5, 'solar': 7116.5, 'hydro': 5268, 'gas': 1404.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1425.5, 'discharge': None}, 'battery storage': {'charge': 1.5, 'discharge': None}, 'flows': {'exports': 14844, 'imports': 2919}}"
2026-03-22T16:00:00.000Z,2026-05-12T01:12:56.153Z,MEASURED,"{'nuclear': 43081, 'geothermal': None, 'biomass': 1148.5, 'coal': 0, 'wind': 2492.5, 'solar': 3924.5, 'hydro': 6366, 'gas': 1435.5, 'oil': 35.5, 'unknown': None, 'hydro storage': {'charge': 487.5, 'discharge': None}, 'battery storage': {'charge': 8, 'discharge': None}, 'flows': {'exports': 16128, 'imports': 2871}}"
2026-03-22T17:00:00.000Z,2026-05-23T01:13:15.841Z,MEASURED,"{'nuclear': 44339, 'geothermal': None, 'biomass': 1151, 'coal': 0, 'wind': 2418, 'solar': 1189.5, 'hydro': 8761.5, 'gas': 1498, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 1905}, 'battery storage': {'charge': None, 'discharge': 20}, 'flows': {'exports': 15580, 'imports': 2826}}"
2026-03-22T18:00:00.000Z,2026-05-23T01:11:56.098Z,MEASURED,"{'nuclear': 44449.5, 'geothermal': None, 'biomass': 1150, 'coal': 0, 'wind': 2920, 'solar': 0, 'hydro': 9862, 'gas': 2009.5, 'oil': 32, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 4374}, 'battery storage': {'charge': None, 'discharge': 12.5}, 'flows': {'exports': 14680, 'imports': 2720}}"
2026-03-22T19:00:00.000Z,2026-05-12T01:14:36.051Z,MEASURED,"{'nuclear': 44536, 'geothermal': None, 'biomass': 1148.5, 'coal': 0, 'wind': 3586.5, 'solar': 0, 'hydro': 9990.5, 'gas': 2104, 'oil': 32, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 3602.5}, 'battery storage': {'charge': 7.5, 'discharge': None}, 'flows': {'exports': 15884, 'imports': 2617}}"
2026-03-22T20:00:00.000Z,2026-05-23T01:13:08.071Z,MEASURED,"{'nuclear': 44735, 'geothermal': None, 'biomass': 1149.5, 'coal': 0, 'wind': 3769.5, 'solar': 0, 'hydro': 8788, 'gas': 1871.5, 'oil': 32, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2362.5}, 'battery storage': {'charge': 31.5, 'discharge': None}, 'flows': {'exports': 15255, 'imports': 2292}}"
2026-03-22T21:00:00.000Z,2026-05-05T01:13:35.681Z,MEASURED,"{'nuclear': 44778, 'geothermal': None, 'biomass': 1148.5, 'coal': 0, 'wind': 3657.5, 'solar': 0, 'hydro': 8713.5, 'gas': 1820, 'oil': 32, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2716}, 'battery storage': {'charge': 3.5, 'discharge': None}, 'flows': {'exports': 15203, 'imports': 2543}}"
2026-03-22T22:00:00.000Z,2026-05-12T01:13:35.045Z,MEASURED,"{'nuclear': 44755.25, 'geothermal': None, 'biomass': 1148.75, 'coal': 0, 'wind': 3024.5, 'solar': 0, 'hydro': 8841.25, 'gas': 1836, 'oil': 32, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 3265.75}, 'battery storage': {'charge': 1.75, 'discharge': None}, 'flows': {'exports': 14994, 'imports': 2859}}"
2026-03-22T23:00:00.000Z,2026-05-05T01:13:35.681Z,MEASURED,"{'nuclear': 44780.75, 'geothermal': None, 'biomass': 1144, 'coal': 0, 'wind': 2669.75, 'solar': 0, 'hydro': 8251.25, 'gas': 1439.75, 'oil': 32, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 3134.25}, 'battery storage': {'charge': None, 'discharge': 17.5}, 'flows': {'exports': 14904, 'imports': 3133}}"
2026-03-23T00:00:00.000Z,2026-05-05T01:13:18.984Z,MEASURED,"{'nuclear': 44820.5, 'geothermal': None, 'biomass': 1140, 'coal': 0, 'wind': 2218.5, 'solar': 0, 'hydro': 7561.5, 'gas': 1382.5, 'oil': 32, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2302.5}, 'battery storage': {'charge': None, 'discharge': 54.5}, 'flows': {'exports': 14489, 'imports': 3288}}"
2026-03-23T01:00:00.000Z,2026-05-12T01:14:29.946Z,MEASURED,"{'nuclear': 44812.5, 'geothermal': None, 'biomass': 1139.5, 'coal': 0, 'wind': 1968, 'solar': 0, 'hydro': 7745, 'gas': 1413, 'oil': 32, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 1502.5}, 'battery storage': {'charge': 45, 'discharge': None}, 'flows': {'exports': 14781, 'imports': 3193}}"
2026-03-23T02:00:00.000Z,2026-05-12T01:12:06.242Z,MEASURED,"{'nuclear': 44739, 'geothermal': None, 'biomass': 1148, 'coal': 0, 'wind': 1985, 'solar': 0, 'hydro': 6934.5, 'gas': 1417.5, 'oil': 32, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 959.5}, 'battery storage': {'charge': 58, 'discharge': None}, 'flows': {'exports': 14958, 'imports': 3216}}"
2026-03-23T03:00:00.000Z,2026-05-12T01:14:06.893Z,MEASURED,"{'nuclear': 44815, 'geothermal': None, 'biomass': 1145, 'coal': 0, 'wind': 1980.5, 'solar': 0, 'hydro': 7137, 'gas': 1610.5, 'oil': 32, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 1134}, 'battery storage': {'charge': 15.5, 'discharge': None}, 'flows': {'exports': 15494, 'imports': 3242}}"
2026-03-23T04:00:00.000Z,2026-05-12T01:12:30.908Z,MEASURED,"{'nuclear': 44836.5, 'geothermal': None, 'biomass': 1142.5, 'coal': 0, 'wind': 1797.5, 'solar': 0, 'hydro': 8216.5, 'gas': 1873, 'oil': 32, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2188}, 'battery storage': {'charge': 0.5, 'discharge': None}, 'flows': {'exports': 14606, 'imports': 3208}}"
2026-03-23T05:00:00.000Z,2026-05-12T01:12:13.347Z,MEASURED,"{'nuclear': 44849, 'geothermal': None, 'biomass': 1148.25, 'coal': 0, 'wind': 1747.25, 'solar': 0, 'hydro': 9450.25, 'gas': 2383.5, 'oil': 35, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 3774}, 'battery storage': {'charge': None, 'discharge': 8.75}, 'flows': {'exports': 12987, 'imports': 3172}}"
2026-03-23T06:00:00.000Z,2026-05-12T01:14:44.012Z,MEASURED,"{'nuclear': 44716, 'geothermal': None, 'biomass': 1148.5, 'coal': 0, 'wind': 1522.5, 'solar': 884, 'hydro': 9485.5, 'gas': 2760.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 4385.5}, 'battery storage': {'charge': None, 'discharge': 0.5}, 'flows': {'exports': 9717, 'imports': 2334}}"
2026-03-23T07:00:00.000Z,2026-05-12T01:14:06.893Z,MEASURED,"{'nuclear': 44533.5, 'geothermal': None, 'biomass': 1150, 'coal': 0, 'wind': 1160.5, 'solar': 4727, 'hydro': 9215.5, 'gas': 3422.5, 'oil': 765, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 4258}, 'battery storage': {'charge': None, 'discharge': 7.5}, 'flows': {'exports': 12254, 'imports': 2350}}"
2026-03-23T08:00:00.000Z,2026-05-12T01:14:36.528Z,MEASURED,"{'nuclear': 44124.5, 'geothermal': None, 'biomass': 1149.5, 'coal': 0, 'wind': 762.5, 'solar': 9668, 'hydro': 7914, 'gas': 3502.5, 'oil': 1110, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2242}, 'battery storage': {'charge': 49.5, 'discharge': None}, 'flows': {'exports': 14878, 'imports': 3030}}"
2026-03-23T09:00:00.000Z,2026-03-24T10:25:59.388Z,MEASURED,"{'nuclear': 43743.5, 'geothermal': None, 'biomass': 1133, 'coal': 0, 'wind': 616, 'solar': 13714.5, 'hydro': 5968.25, 'gas': 2890.75, 'oil': 660.5, 'unknown': None, 'hydro storage': {'charge': 1521.75, 'discharge': None}, 'battery storage': {'charge': 89.5, 'discharge': None}, 'flows': {'exports': 12689, 'imports': 2202}}"
2026-03-23T10:00:00.000Z,2026-03-24T11:24:41.952Z,MEASURED,"{'nuclear': 43694.5, 'geothermal': None, 'biomass': 1143, 'coal': 0, 'wind': 677, 'solar': 16763, 'hydro': 5294.5, 'gas': 1550, 'oil': 559, 'unknown': None, 'hydro storage': {'charge': 2398, 'discharge': None}, 'battery storage': {'charge': 25.5, 'discharge': None}, 'flows': {'exports': 14064, 'imports': 2462}}"
2026-03-23T11:00:00.000Z,2026-05-23T01:11:41.950Z,MEASURED,"{'nuclear': 41671, 'geothermal': None, 'biomass': 1147.5, 'coal': 0, 'wind': 793, 'solar': 17617.5, 'hydro': 5387, 'gas': 1412, 'oil': 318, 'unknown': None, 'hydro storage': {'charge': 2371, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 33}, 'flows': {'exports': 13441, 'imports': 1698}}"
2026-03-23T12:00:00.000Z,2026-05-23T01:11:22.473Z,MEASURED,"{'nuclear': 41016, 'geothermal': None, 'biomass': 1148, 'coal': 0, 'wind': 800.5, 'solar': 16879.5, 'hydro': 5367.5, 'gas': 1312.5, 'oil': 35, 'unknown': None, 'hydro storage': {'charge': 2566.5, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 31.5}, 'flows': {'exports': 13279, 'imports': 1713}}"
2026-03-23T13:00:00.000Z,2026-05-05T01:13:18.984Z,MEASURED,"{'nuclear': 41280.5, 'geothermal': None, 'biomass': 1146.5, 'coal': 0, 'wind': 743, 'solar': 15102.5, 'hydro': 5958.5, 'gas': 1340, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1868, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 29.5}, 'flows': {'exports': 13102, 'imports': 1113}}"
2026-03-23T14:00:00.000Z,2026-03-25T18:26:55.413Z,MEASURED,"{'nuclear': 41822.5, 'geothermal': None, 'biomass': 1147, 'coal': 0, 'wind': 760.5, 'solar': 12681.5, 'hydro': 5958, 'gas': 1313, 'oil': 35, 'unknown': None, 'hydro storage': {'charge': 1858, 'discharge': None}, 'battery storage': {'charge': 24, 'discharge': None}, 'flows': {'exports': 12989, 'imports': 871}}"
2026-03-23T15:00:00.000Z,2026-03-24T16:26:57.103Z,MEASURED,"{'nuclear': 43066.5, 'geothermal': None, 'biomass': 1148.5, 'coal': 0, 'wind': 779, 'solar': 9641, 'hydro': 6629.5, 'gas': 1476, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1345, 'discharge': None}, 'battery storage': {'charge': 33, 'discharge': None}, 'flows': {'exports': 13049, 'imports': 908}}"
2026-03-23T16:00:00.000Z,2026-05-05T01:13:35.681Z,MEASURED,"{'nuclear': 44057, 'geothermal': None, 'biomass': 1148.5, 'coal': 0, 'wind': 875.5, 'solar': 5247, 'hydro': 7763.5, 'gas': 2080, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 696.5}, 'battery storage': {'charge': None, 'discharge': 9.5}, 'flows': {'exports': 14048, 'imports': 1007}}"
2026-03-23T17:00:00.000Z,2026-05-23T01:11:02.532Z,MEASURED,"{'nuclear': 44226, 'geothermal': None, 'biomass': 1150.5, 'coal': 0, 'wind': 1071.5, 'solar': 1443.5, 'hydro': 9200, 'gas': 3258.5, 'oil': 40, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 3111.5}, 'battery storage': {'charge': None, 'discharge': 12.5}, 'flows': {'exports': 12307, 'imports': 1511}}"
2026-03-23T18:00:00.000Z,2026-05-05T01:13:18.984Z,MEASURED,"{'nuclear': 44230.5, 'geothermal': None, 'biomass': 1153, 'coal': 0, 'wind': 1442, 'solar': 0, 'hydro': 9847.5, 'gas': 4370.5, 'oil': 590.5, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 4181}, 'battery storage': {'charge': 8, 'discharge': None}, 'flows': {'exports': 10484, 'imports': 1987}}"
2026-03-23T19:00:00.000Z,2026-05-05T01:13:35.681Z,MEASURED,"{'nuclear': 44290, 'geothermal': None, 'biomass': 1103, 'coal': 0, 'wind': 1579, 'solar': 0, 'hydro': 9857, 'gas': 4385.5, 'oil': 522, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 4014}, 'battery storage': {'charge': 3, 'discharge': None}, 'flows': {'exports': 12318, 'imports': 1897}}"
2026-03-23T20:00:00.000Z,2026-05-05T01:13:18.984Z,MEASURED,"{'nuclear': 44381.5, 'geothermal': None, 'biomass': 1120.5, 'coal': 0, 'wind': 1523, 'solar': 0, 'hydro': 9314, 'gas': 3882, 'oil': 263.5, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 3494.5}, 'battery storage': {'charge': 8, 'discharge': None}, 'flows': {'exports': 13570, 'imports': 1743}}"
2026-03-23T21:00:00.000Z,2026-05-05T01:13:18.984Z,MEASURED,"{'nuclear': 44677.5, 'geothermal': None, 'biomass': 1118, 'coal': 0, 'wind': 1526.5, 'solar': 0, 'hydro': 9162, 'gas': 2967.5, 'oil': 53, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 3246.5}, 'battery storage': {'charge': None, 'discharge': 3}, 'flows': {'exports': 12741, 'imports': 2070}}"
2026-03-23T22:00:00.000Z,2026-05-05T01:13:18.984Z,MEASURED,"{'nuclear': 44648.5, 'geothermal': None, 'biomass': 1114.5, 'coal': 0, 'wind': 1616, 'solar': 0, 'hydro': 8756, 'gas': 2144, 'oil': 35, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 3329}, 'battery storage': {'charge': 17, 'discharge': None}, 'flows': {'exports': 11658, 'imports': 2199}}"
2026-03-23T23:00:00.000Z,2026-05-23T01:13:41.565Z,MEASURED,"{'nuclear': 44689, 'geothermal': None, 'biomass': 1113.5, 'coal': 0, 'wind': 1633, 'solar': 0, 'hydro': 8060.5, 'gas': 1529, 'oil': 35.5, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 3153}, 'battery storage': {'charge': None, 'discharge': 34}, 'flows': {'exports': 11826, 'imports': 2363}}"
2026-03-24T00:00:00.000Z,2026-05-23T01:11:02.532Z,MEASURED,"{'nuclear': 44704, 'geothermal': None, 'biomass': 1110.5, 'coal': 0, 'wind': 1565.5, 'solar': 0, 'hydro': 7410, 'gas': 1362, 'oil': 35.5, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2318.5}, 'battery storage': {'charge': None, 'discharge': 13}, 'flows': {'exports': 11285, 'imports': 2196}}"
2026-03-24T01:00:00.000Z,2026-05-12T01:14:00.391Z,MEASURED,"{'nuclear': 44991.5, 'geothermal': None, 'biomass': 1131, 'coal': 0, 'wind': 1657.5, 'solar': 0, 'hydro': 6926.5, 'gas': 1332, 'oil': 35.5, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 1530}, 'battery storage': {'charge': 13, 'discharge': None}, 'flows': {'exports': 11871, 'imports': 2458}}"
2026-03-24T02:00:00.000Z,2026-05-12T01:14:27.965Z,MEASURED,"{'nuclear': 45000.5, 'geothermal': None, 'biomass': 1145.5, 'coal': 0, 'wind': 1803.5, 'solar': 0, 'hydro': 6478, 'gas': 1336, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 227.5, 'discharge': None}, 'battery storage': {'charge': 18, 'discharge': None}, 'flows': {'exports': 11577, 'imports': 2298}}"
2026-03-24T03:00:00.000Z,2026-03-31T00:40:04.786Z,MEASURED,"{'nuclear': 45251, 'geothermal': None, 'biomass': 1149, 'coal': 0, 'wind': 1871.5, 'solar': 0, 'hydro': 6618, 'gas': 1357.5, 'oil': 35.5, 'unknown': None, 'hydro storage': {'charge': 1010, 'discharge': None}, 'battery storage': {'charge': 22, 'discharge': None}, 'flows': {'exports': 11342, 'imports': 2312}}"
2026-03-24T04:00:00.000Z,2026-05-12T01:12:13.347Z,MEASURED,"{'nuclear': 45500.5, 'geothermal': None, 'biomass': 1147.5, 'coal': 0, 'wind': 2097.5, 'solar': 0, 'hydro': 7223, 'gas': 1388.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 635, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 5.5}, 'flows': {'exports': 9873, 'imports': 2502}}"
2026-03-24T05:00:00.000Z,2026-05-23T01:12:43.274Z,MEASURED,"{'nuclear': 45641.5, 'geothermal': None, 'biomass': 1153.5, 'coal': 0, 'wind': 2453, 'solar': 0, 'hydro': 8441, 'gas': 1357.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 1301}, 'battery storage': {'charge': None, 'discharge': 31.5}, 'flows': {'exports': 9378, 'imports': 3554}}"
2026-03-24T06:00:00.000Z,2026-05-23T01:11:56.098Z,MEASURED,"{'nuclear': 45529, 'geothermal': None, 'biomass': 1152.5, 'coal': 0, 'wind': 2959.5, 'solar': 988, 'hydro': 9004.5, 'gas': 1334, 'oil': 35, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 3711.5}, 'battery storage': {'charge': None, 'discharge': 4.5}, 'flows': {'exports': 8502, 'imports': 1673}}"
2026-03-24T07:00:00.000Z,2026-05-12T01:12:38.561Z,MEASURED,"{'nuclear': 45538, 'geothermal': None, 'biomass': 1147, 'coal': 0, 'wind': 3244.5, 'solar': 5459, 'hydro': 8121.5, 'gas': 1353, 'oil': 35.5, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2825}, 'battery storage': {'charge': 14.5, 'discharge': None}, 'flows': {'exports': 10230, 'imports': 648}}"
2026-03-24T08:00:00.000Z,2026-05-05T01:13:18.984Z,MEASURED,"{'nuclear': 45206, 'geothermal': None, 'biomass': 1134, 'coal': 0, 'wind': 2831.5, 'solar': 10097, 'hydro': 6740.5, 'gas': 1340.5, 'oil': 35, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 1143}, 'battery storage': {'charge': 33, 'discharge': None}, 'flows': {'exports': 12771, 'imports': 744}}"
2026-03-24T09:00:00.000Z,2026-03-31T00:40:04.786Z,MEASURED,"{'nuclear': 44182, 'geothermal': None, 'biomass': 1120.5, 'coal': 0, 'wind': 2822, 'solar': 14228, 'hydro': 5426.5, 'gas': 1345.5, 'oil': 35, 'unknown': None, 'hydro storage': {'charge': 1549, 'discharge': None}, 'battery storage': {'charge': 51, 'discharge': None}, 'flows': {'exports': 14029, 'imports': 438}}"
2026-03-24T10:00:00.000Z,2026-03-31T00:40:04.786Z,MEASURED,"{'nuclear': 40512, 'geothermal': None, 'biomass': 1114.5, 'coal': 0, 'wind': 3400.5, 'solar': 16533, 'hydro': 4865, 'gas': 1344.5, 'oil': 35, 'unknown': None, 'hydro storage': {'charge': 2070.5, 'discharge': None}, 'battery storage': {'charge': 12, 'discharge': None}, 'flows': {'exports': 13367, 'imports': 0}}"
2026-03-24T11:00:00.000Z,2026-05-05T01:13:35.681Z,MEASURED,"{'nuclear': 39330, 'geothermal': None, 'biomass': 1117.5, 'coal': 0, 'wind': 3977.5, 'solar': 17686, 'hydro': 4673.5, 'gas': 1308, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2029.5, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 7}, 'flows': {'exports': 13588, 'imports': 0}}"
2026-03-24T12:00:00.000Z,2026-05-05T01:13:18.984Z,MEASURED,"{'nuclear': 39539.5, 'geothermal': None, 'biomass': 1120.5, 'coal': 0, 'wind': 3033, 'solar': 13636, 'hydro': 4548, 'gas': 1298.5, 'oil': 35.5, 'unknown': None, 'hydro storage': {'charge': 1982, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 1.5}, 'flows': {'exports': 11601, 'imports': 0}}"
2026-03-24T13:00:00.000Z,2026-05-05T01:13:35.681Z,MEASURED,"{'nuclear': 39718, 'geothermal': None, 'biomass': 1119, 'coal': 0, 'wind': 3369.5, 'solar': 12751.5, 'hydro': 4763.5, 'gas': 1294.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2304.5, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 27}, 'flows': {'exports': 11614, 'imports': 0}}"
2026-03-24T14:00:00.000Z,2026-05-05T01:13:35.681Z,MEASURED,"{'nuclear': 39429, 'geothermal': None, 'biomass': 1131, 'coal': 0, 'wind': 5994.5, 'solar': 14337, 'hydro': 4516.5, 'gas': 1358.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2872.5, 'discharge': None}, 'battery storage': {'charge': 8.5, 'discharge': None}, 'flows': {'exports': 14155, 'imports': 0}}"
